-0.019783488	-0.07466815	-0.03651166	0.08708697	0.027591245	-0.055894833	-0.09106522	-0.053824097	0.118973814	0.072330296	0.04001506	-0.07620195	0.03915503	0.02066263	-0.029964278	-0.0829912
0.1436247	0.072048195	-0.062057015	0.0027023626	-0.10443427	0.05647457	0.2677651	-0.07168355	-0.068021916	0.07656789	-0.063847706	0.014250603	0.09298639	-0.06472651	-0.14465114	-0.08269614
-0.048293088	0.0055500264	0.01754947	-0.036357183	0.17251688	0.0391771	0.21881281	-0.026228908	0.04099266	0.057202186	0.015245286	0.04975621	-0.16515248	-0.24048536	-0.021837207	0.036588117
0.10757388	0.14564721	-0.13677703	0.15210705	0.014945606	-0.19022714	-0.24634619	0.17739284	0.004878782	-0.20154957	-0.031372342	-0.059738416	-0.12507337	0.07767068	-0.13402595	-0.054868422
0.044588316	0.03974908	0.12460671	-0.018634621	-0.21174018	0.035177916	0.06754858	-0.010752939	-0.031764228	0.12018627	0.020698763	-0.03489497	0.10955132	-0.123552755	0.046999153	-0.028296404
-0.05563552	-0.2387096	-0.06459015	0.1329326	-0.22459838	0.047474366	-0.20727047	-0.13465363	0.0421666	0.18308243	-0.1794813	0.15498188	0.006462174	0.07699717	0.025812691	9.5550226e-05
-0.056805413	0.075128004	0.06613932	0.14553739	0.028273787	-0.046103675	-0.051350188	-0.02947397	-0.0035123131	-0.23012131	0.068416245	-0.15609553	0.048317946	0.1662076	0.1754419	-0.038461227
-0.058524266	0.09993046	-0.00835591	-0.0777429	0.107571036	-0.1155087	-0.30114204	0.12499086	0.3130832	-0.07642673	-0.029279744	0.079248056	-0.084934175	-0.0802045	0.14271638	0.061377127
0.011451853	-0.025080938	0.03654049	-0.08404521	0.09270795	-0.00732528	0.18745095	0.10307862	0.021951582	0.14303972	0.0049835695	0.041289486	-0.08499795	-0.040246725	-0.02619329	0.14197478
-0.012861372	-0.041377705	0.06260853	0.123595074	-0.15138711	0.05438983	0.0775471	-0.24536401	-0.16493255	-0.15028529	0.07900856	0.07660746	-0.13667077	0.14403191	-0.078182854	0.01772399
-0.15725806	-0.03867368	-0.042362917	0.036500815	-0.086335465	0.01484148	0.07676888	-0.13877617	-0.012212497	-0.16366379	-0.038819417	0.20510046	0.012266272	0.1234914	0.00029023626	-0.00853994
